corner,wn_store,wp_store,wn_access,temp,leakage_power_W
sf,2.4e-07,2e-07,1.2e-07,85,1.82252e-10
sf,2.4e-07,2e-07,1.2e-07,125,4.01181e-10
sf,2.4e-07,2.4e-07,1.2e-07,-40,7.59583e-11
sf,2.4e-07,2.4e-07,1.2e-07,0,7.98742e-11
sf,2.4e-07,2.4e-07,1.2e-07,27,9.0093e-11
sf,2.4e-07,2.4e-07,1.2e-07,85,1.89144e-10
sf,2.4e-07,2.4e-07,1.2e-07,125,4.10764e-10
sf,2.4e-07,2.8e-07,1.2e-07,-40,8.27546e-11
sf,2.4e-07,2.8e-07,1.2e-07,0,8.67181e-11
sf,2.4e-07,2.8e-07,1.2e-07,27,9.70532e-11
sf,2.4e-07,2.8e-07,1.2e-07,85,1.98024e-10
sf,2.4e-07,2.8e-07,1.2e-07,125,4.25565e-10
sf,2.4e-07,3.2e-07,1.2e-07,-40,8.94916e-11
sf,2.4e-07,3.2e-07,1.2e-07,0,9.35409e-11
sf,2.4e-07,3.2e-07,1.2e-07,27,1.04102e-10
sf,2.4e-07,3.2e-07,1.2e-07,85,2.08012e-10
sf,2.4e-07,3.2e-07,1.2e-07,125,4.4362e-10
sf,2.8e-07,1.2e-07,1.2e-07,-40,5.99563e-11
sf,2.8e-07,1.2e-07,1.2e-07,0,6.50724e-11
sf,2.8e-07,1.2e-07,1.2e-07,27,7.82492e-11
sf,2.8e-07,1.2e-07,1.2e-07,85,1.98529e-10
sf,2.8e-07,1.2e-07,1.2e-07,125,4.54125e-10
sf,2.8e-07,1.6e-07,1.2e-07,-40,6.66688e-11
sf,2.8e-07,1.6e-07,1.2e-07,0,7.09946e-11
sf,2.8e-07,1.6e-07,1.2e-07,27,8.22161e-11
sf,2.8e-07,1.6e-07,1.2e-07,85,1.87964e-10
sf,2.8e-07,1.6e-07,1.2e-07,125,4.19013e-10
sf,2.8e-07,2e-07,1.2e-07,-40,7.34422e-11
sf,2.8e-07,2e-07,1.2e-07,0,7.75509e-11
sf,2.8e-07,2e-07,1.2e-07,27,8.82205e-11
sf,2.8e-07,2e-07,1.2e-07,85,1.90445e-10
sf,2.8e-07,2e-07,1.2e-07,125,4.17135e-10
sf,2.8e-07,2.4e-07,1.2e-07,-40,8.02323e-11
sf,2.8e-07,2.4e-07,1.2e-07,0,8.4308e-11
sf,2.8e-07,2.4e-07,1.2e-07,27,9.48884e-11
sf,2.8e-07,2.4e-07,1.2e-07,85,1.97338e-10
sf,2.8e-07,2.4e-07,1.2e-07,125,4.26718e-10
sf,2.8e-07,2.8e-07,1.2e-07,-40,8.70283e-11
sf,2.8e-07,2.8e-07,1.2e-07,0,9.11516e-11
sf,2.8e-07,2.8e-07,1.2e-07,27,1.01848e-10
sf,2.8e-07,2.8e-07,1.2e-07,85,2.06217e-10
sf,2.8e-07,2.8e-07,1.2e-07,125,4.41519e-10
sf,2.8e-07,3.2e-07,1.2e-07,-40,9.37653e-11
sf,2.8e-07,3.2e-07,1.2e-07,0,9.79744e-11
sf,2.8e-07,3.2e-07,1.2e-07,27,1.08897e-10
sf,2.8e-07,3.2e-07,1.2e-07,85,2.16205e-10
sf,2.8e-07,3.2e-07,1.2e-07,125,4.59574e-10
sf,3.2e-07,1.2e-07,1.2e-07,-40,6.42533e-11
sf,3.2e-07,1.2e-07,1.2e-07,0,6.94836e-11
sf,3.2e-07,1.2e-07,1.2e-07,27,8.29104e-11
sf,3.2e-07,1.2e-07,1.2e-07,85,2.057e-10
sf,3.2e-07,1.2e-07,1.2e-07,125,4.67378e-10
sf,3.2e-07,1.6e-07,1.2e-07,-40,7.09656e-11
sf,3.2e-07,1.6e-07,1.2e-07,0,7.54057e-11
sf,3.2e-07,1.6e-07,1.2e-07,27,8.68772e-11
sf,3.2e-07,1.6e-07,1.2e-07,85,1.95135e-10
sf,3.2e-07,1.6e-07,1.2e-07,125,4.32265e-10
sf,3.2e-07,2e-07,1.2e-07,-40,7.7739e-11
sf,3.2e-07,2e-07,1.2e-07,0,8.19619e-11
sf,3.2e-07,2e-07,1.2e-07,27,9.28816e-11
sf,3.2e-07,2e-07,1.2e-07,85,1.97616e-10
sf,3.2e-07,2e-07,1.2e-07,125,4.30387e-10
sf,3.2e-07,2.4e-07,1.2e-07,-40,8.45291e-11
sf,3.2e-07,2.4e-07,1.2e-07,0,8.8719e-11
sf,3.2e-07,2.4e-07,1.2e-07,27,9.95494e-11
sf,3.2e-07,2.4e-07,1.2e-07,85,2.04508e-10
sf,3.2e-07,2.4e-07,1.2e-07,125,4.39971e-10
sf,3.2e-07,2.8e-07,1.2e-07,-40,9.13254e-11
sf,3.2e-07,2.8e-07,1.2e-07,0,9.55629e-11
sf,3.2e-07,2.8e-07,1.2e-07,27,1.0651e-10
sf,3.2e-07,2.8e-07,1.2e-07,85,2.13388e-10
sf,3.2e-07,2.8e-07,1.2e-07,125,4.54771e-10
sf,3.2e-07,3.2e-07,1.2e-07,-40,9.80624e-11
sf,3.2e-07,3.2e-07,1.2e-07,0,1.02386e-10
sf,3.2e-07,3.2e-07,1.2e-07,27,1.13558e-10
sf,3.2e-07,3.2e-07,1.2e-07,85,2.23377e-10
sf,3.2e-07,3.2e-07,1.2e-07,125,4.72826e-10
