/A X,/A Y
-0.06899999999999962,1.099999851203619
-0.06799999999999962,1.099999850839739
-0.06699999999999962,1.09999985047445
-0.06599999999999961,1.099999850107746
-0.06499999999999961,1.099999849739622
-0.06399999999999961,1.099999849370075
-0.06299999999999961,1.099999848999098
-0.06199999999999961,1.099999848626688
-0.06099999999999961,1.099999848252838
-0.05999999999999961,1.099999847877545
-0.05899999999999961,1.099999847500803
-0.05799999999999961,1.099999847122608
-0.05699999999999961,1.099999846742954
-0.05599999999999961,1.099999846361836
-0.0549999999999996,1.09999984597925
-0.0539999999999996,1.09999984559519
-0.0529999999999996,1.099999845209652
-0.0519999999999996,1.09999984482263
-0.0509999999999996,1.09999984443412
-0.0499999999999996,1.099999844044115
-0.0489999999999996,1.099999843652612
-0.0479999999999996,1.099999843259605
-0.0469999999999996,1.099999842865089
-0.0459999999999996,1.099999842469058
-0.0449999999999996,1.099999842071509
-0.04399999999999959,1.099999841672435
-0.04299999999999959,1.099999841271831
-0.04199999999999959,1.099999840869692
-0.04099999999999959,1.099999840466013
-0.03999999999999959,1.099999840060789
-0.03899999999999959,1.099999839654014
-0.03799999999999959,1.099999839245683
-0.03699999999999959,1.099999838835791
-0.03599999999999959,1.099999838424333
-0.03499999999999959,1.099999838011303
-0.03399999999999959,1.099999837596695
-0.03299999999999959,1.099999837180506
-0.03199999999999958,1.099999836762728
-0.03099999999999958,1.099999836343357
-0.02999999999999958,1.099999835922388
-0.02899999999999958,1.099999835499814
-0.02799999999999958,1.099999835075631
-0.02699999999999958,1.099999834649833
-0.02599999999999958,1.099999834222415
-0.02499999999999958,1.099999833793371
-0.02399999999999958,1.099999833362695
-0.02299999999999958,1.099999832930382
-0.02199999999999958,1.099999832496427
-0.02099999999999957,1.099999832060824
-0.01999999999999957,1.099999831623567
-0.01899999999999957,1.099999831184651
-0.01799999999999957,1.099999830744071
-0.01699999999999957,1.099999830301819
-0.01599999999999957,1.099999829857892
-0.01499999999999957,1.099999829412283
-0.01399999999999957,1.099999828964987
-0.01299999999999957,1.099999828515997
